Class;x min;y min;x max - x min;y max - ymin;Image name;Width;Height
5;152;85;30;46;20200614_161747.jpg;352;206
b;216;62;48;32;20200614_161747.jpg;352;206
6;293;28;28;46;20200614_161747.jpg;352;206
5;6;13;5;11;20200614_161826.jpg;73;35
9;12;13;5;11;20200614_161826.jpg;73;35
0;16;13;6;12;20200614_161826.jpg;73;35
1;22;13;5;11;20200614_161826.jpg;73;35
7;26;14;6;11;20200614_161826.jpg;73;35
a;40;11;4;12;20200614_161826.jpg;73;35
4;54;12;4;12;20200614_161826.jpg;73;35
0;59;12;5;11;20200614_161826.jpg;73;35
5;11;13;8;16;20200614_161827.jpg;99;37
9;18;12;6;16;20200614_161827.jpg;99;37
0;25;13;7;15;20200614_161827.jpg;99;37
1;33;12;6;15;20200614_161827.jpg;99;37
7;38;12;9;15;20200614_161827.jpg;99;37
a;57;12;6;16;20200614_161827.jpg;99;37
4;76;12;7;14;20200614_161827.jpg;99;37
0;83;12;8;14;20200614_161827.jpg;99;37
5;16;12;13;24;20200614_161828.jpg;164;52
9;29;14;11;23;20200614_161828.jpg;164;52
0;41;15;11;22;20200614_161828.jpg;164;52
1;54;14;7;25;20200614_161828.jpg;164;52
7;64;15;14;24;20200614_161828.jpg;164;52
a;95;16;8;23;20200614_161828.jpg;164;52
4;126;18;10;24;20200614_161828.jpg;164;52
0;137;20;12;23;20200614_161828.jpg;164;52
2;45;23;41;87;20200614_161836.jpg;474;165
0;85;29;40;80;20200614_161836.jpg;474;165
4;124;33;36;79;20200614_161836.jpg;474;165
8;159;33;35;80;20200614_161836.jpg;474;165
2;189;37;45;82;20200614_161836.jpg;474;165
d;292;51;48;71;20200614_161836.jpg;474;165
8;396;54;39;80;20200614_161836.jpg;474;165
1;6;15;4;11;20200614_161843(0).jpg;61;30
2;12;13;5;11;20200614_161843(0).jpg;61;30
3;17;13;5;11;20200614_161843(0).jpg;61;30
waw;31;13;7;8;20200614_161843(0).jpg;61;30
8;48;8;6;9;20200614_161843(0).jpg;61;30
6;5;17;7;15;20200614_161856.jpg;81;38
1;13;17;5;14;20200614_161856.jpg;81;38
6;21;15;7;16;20200614_161856.jpg;81;38
8;28;15;6;14;20200614_161856.jpg;81;38
9;36;14;7;13;20200614_161856.jpg;81;38
h;54;14;8;11;20200614_161856.jpg;81;38
6;71;10;7;14;20200614_161856.jpg;81;38
6;8;23;16;25;20200614_161858.jpg;169;56
1;27;21;10;26;20200614_161858.jpg;169;56
6;41;22;15;26;20200614_161858.jpg;169;56
8;60;20;12;28;20200614_161858.jpg;169;56
9;75;19;13;26;20200614_161858.jpg;169;56
h;111;21;20;23;20200614_161858.jpg;169;56
6;149;11;13;27;20200614_161858.jpg;169;56
6;9;62;26;38;20200614_161859.jpg;246;115
1;35;61;18;36;20200614_161859.jpg;246;115
6;60;57;22;32;20200614_161859.jpg;246;115
8;83;52;22;34;20200614_161859.jpg;246;115
9;107;49;20;35;20200614_161859.jpg;246;115
h;159;45;27;22;20200614_161859.jpg;246;115
6;212;26;24;32;20200614_161859.jpg;246;115
a;26;27;18;33;20200614_161924.jpg;152;120
4;99;23;18;35;20200614_161924.jpg;152;120
0;118;22;16;35;20200614_161924.jpg;152;120
5;31;69;17;34;20200614_161924.jpg;152;120
9;50;67;17;35;20200614_161924.jpg;152;120
0;69;66;16;35;20200614_161924.jpg;152;120
1;90;66;10;35;20200614_161924.jpg;152;120
7;105;65;19;35;20200614_161924.jpg;152;120
a;36;49;25;43;20200614_161925.jpg;207;173
4;134;33;23;48;20200614_161925.jpg;207;173
0;158;31;23;47;20200614_161925.jpg;207;173
5;47;101;22;42;20200614_161925.jpg;207;173
9;70;99;22;41;20200614_161925.jpg;207;173
0;95;96;23;42;20200614_161925.jpg;207;173
1;122;91;18;43;20200614_161925.jpg;207;173
7;143;88;25;45;20200614_161925.jpg;207;173
5;6;6;6;15;20200614_161932.jpg;64;32
3;13;6;6;15;20200614_161932.jpg;64;32
9;19;7;6;15;20200614_161932.jpg;64;32
5;24;8;7;14;20200614_161932.jpg;64;32
6;30;8;7;15;20200614_161932.jpg;64;32
b;42;11;14;12;20200614_161932.jpg;64;32
4;1;10;5;12;20200614_161932___ADD_1.jpg;67;37
1;5;10;5;12;20200614_161932___ADD_1.jpg;67;37
6;10;10;6;13;20200614_161932___ADD_1.jpg;67;37
6;15;11;4;12;20200614_161932___ADD_1.jpg;67;37
6;19;12;5;12;20200614_161932___ADD_1.jpg;67;37
a;32;12;5;14;20200614_161932___ADD_1.jpg;67;37
7;44;14;8;14;20200614_161932___ADD_1.jpg;67;37
2;52;14;7;13;20200614_161932___ADD_1.jpg;67;37
2;24;51;19;29;20200614_161953.jpg;158;101
8;40;47;13;30;20200614_161953.jpg;158;101
8;52;42;13;33;20200614_161953.jpg;158;101
0;64;39;12;30;20200614_161953.jpg;158;101
0;76;35;11;32;20200614_161953.jpg;158;101
b;97;31;18;24;20200614_161953.jpg;158;101
8;130;19;12;30;20200614_161953.jpg;158;101
2;24;48;20;31;20200614_161954.jpg;193;102
8;41;43;15;34;20200614_161954.jpg;193;102
8;56;40;17;33;20200614_161954.jpg;193;102
0;71;37;17;33;20200614_161954.jpg;193;102
0;86;32;16;35;20200614_161954.jpg;193;102
b;116;28;26;25;20200614_161954.jpg;193;102
8;162;16;14;33;20200614_161954.jpg;193;102
5;15;12;8;24;20200614_162022.jpg;124;58
9;24;13;7;24;20200614_162022.jpg;124;58
5;31;15;10;22;20200614_162022.jpg;124;58
8;40;17;8;22;20200614_162022.jpg;124;58
2;47;17;10;22;20200614_162022.jpg;124;58
waw;73;25;10;17;20200614_162022.jpg;124;58
6;101;23;12;22;20200614_162022.jpg;124;58
5;9;9;11;25;20200614_162023.jpg;132;61
9;19;10;8;26;20200614_162023.jpg;132;61
5;28;12;8;26;20200614_162023.jpg;132;61
8;37;11;8;26;20200614_162023.jpg;132;61
2;45;12;11;27;20200614_162023.jpg;132;61
waw;75;23;13;18;20200614_162023.jpg;132;61
6;107;19;12;28;20200614_162023.jpg;132;61
7;10;14;9;22;20200614_162026.jpg;127;57
2;20;16;10;20;20200614_162026.jpg;127;57
2;30;17;11;21;20200614_162026.jpg;127;57
6;41;17;11;22;20200614_162026.jpg;127;57
7;52;18;11;21;20200614_162026.jpg;127;57
h;76;24;22;18;20200614_162026.jpg;127;57
6;113;24;9;23;20200614_162026.jpg;127;57
7;12;10;11;33;20200614_162027.jpg;183;70
2;25;11;14;30;20200614_162027.jpg;183;70
2;40;14;12;31;20200614_162027.jpg;183;70
6;54;15;12;32;20200614_162027.jpg;183;70
7;69;17;15;29;20200614_162027.jpg;183;70
h;103;21;28;28;20200614_162027.jpg;183;70
6;153;23;17;33;20200614_162027.jpg;183;70
7;15;21;12;26;20200614_162036(0).jpg;176;61
9;29;21;12;25;20200614_162036(0).jpg;176;61
2;42;19;12;26;20200614_162036(0).jpg;176;61
4;55;17;12;27;20200614_162036(0).jpg;176;61
0;67;16;14;29;20200614_162036(0).jpg;176;61
b;104;19;15;17;20200614_162036(0).jpg;176;61
8;139;13;15;25;20200614_162036(0).jpg;176;61
7;12;14;9;18;20200614_162036.jpg;125;46
9;22;14;9;19;20200614_162036.jpg;125;46
2;31;14;10;18;20200614_162036.jpg;125;46
4;40;14;9;19;20200614_162036.jpg;125;46
0;49;14;11;18;20200614_162036.jpg;125;46
b;74;20;11;11;20200614_162036.jpg;125;46
8;99;15;10;19;20200614_162036.jpg;125;46
6;13;13;12;27;20200614_162056(0).jpg;162;52
8;25;12;10;27;20200614_162056(0).jpg;162;52
2;36;11;12;27;20200614_162056(0).jpg;162;52
d;83;12;15;22;20200614_162056(0).jpg;162;52
8;131;9;17;27;20200614_162056(0).jpg;162;52
6;11;15;9;18;20200614_162056.jpg;118;40
8;21;14;7;18;20200614_162056.jpg;118;40
2;28;13;9;19;20200614_162056.jpg;118;40
d;61;14;13;15;20200614_162056.jpg;118;40
8;99;12;10;18;20200614_162056.jpg;118;40
w;37;15;7;7;20200614_162152.jpg;61;39
w;44;14;6;8;20200614_162152.jpg;61;39
w;119;29;22;26;20200614_162155.jpg;174;105
w;139;22;20;30;20200614_162155.jpg;174;105
w;180;27;26;32;20200614_162156.jpg;263;98
w;205;22;27;36;20200614_162156.jpg;263;98
6;34;37;24;31;20200614_162156.jpg;263;98
0;58;37;15;30;20200614_162156.jpg;263;98
7;75;36;17;28;20200614_162156.jpg;263;98
2;100;33;17;33;20200614_162156.jpg;263;98
0;118;33;16;33;20200614_162156.jpg;263;98
2;135;31;17;36;20200614_162156.jpg;263;98
5;13;22;32;59;20200614_162202.jpg;428;182
2;49;33;33;57;20200614_162202.jpg;428;182
7;88;40;33;56;20200614_162202.jpg;428;182
2;120;54;40;54;20200614_162202.jpg;428;182
d;246;86;45;39;20200614_162202.jpg;428;182
1;362;100;27;49;20200614_162202.jpg;428;182
5;21;19;14;30;20200614_162215.jpg;146;110
5;31;25;14;27;20200614_162215.jpg;146;110
2;38;30;16;25;20200614_162215.jpg;146;110
7;50;32;14;24;20200614_162215.jpg;146;110
2;58;36;16;28;20200614_162215.jpg;146;110
d;93;52;17;21;20200614_162215.jpg;146;110
1;127;62;16;29;20200614_162215.jpg;146;110
w;62;22;12;13;20200614_162220.jpg;95;44
w;74;22;9;14;20200614_162220.jpg;95;44
6;14;14;8;14;20200614_162222.jpg;97;49
0;22;15;6;13;20200614_162222.jpg;97;49
7;26;15;7;14;20200614_162222.jpg;97;49
2;35;16;7;16;20200614_162222.jpg;97;49
0;41;17;6;15;20200614_162222.jpg;97;49
2;46;19;6;15;20200614_162222.jpg;97;49
w;62;18;9;19;20200614_162222.jpg;97;49
w;71;21;13;17;20200614_162222.jpg;97;49
w;56;18;12;18;20200614_162223.jpg;88;44
w;67;20;13;16;20200614_162223.jpg;88;44
6;13;14;6;13;20200614_162223.jpg;88;44
0;19;14;5;15;20200614_162223.jpg;88;44
7;23;15;5;14;20200614_162223.jpg;88;44
2;31;16;5;15;20200614_162223.jpg;88;44
0;37;17;6;15;20200614_162223.jpg;88;44
2;43;19;6;15;20200614_162223.jpg;88;44
3;11;94;22;32;20200614_162255.jpg;222;148
6;32;86;16;36;20200614_162255.jpg;222;148
4;51;80;15;32;20200614_162255.jpg;222;148
4;69;75;15;29;20200614_162255.jpg;222;148
6;83;65;21;34;20200614_162255.jpg;222;148
a;138;43;12;34;20200614_162255.jpg;222;148
1;176;25;15;33;20200614_162255.jpg;222;148
4;192;19;16;35;20200614_162255.jpg;222;148
3;44;99;27;42;20200614_162256.jpg;296;166
6;65;90;28;44;20200614_162256.jpg;296;166
4;91;85;20;41;20200614_162256.jpg;296;166
4;112;81;23;38;20200614_162256.jpg;296;166
6;129;74;28;39;20200614_162256.jpg;296;166
a;194;53;22;36;20200614_162256.jpg;296;166
1;241;32;20;37;20200614_162256.jpg;296;166
4;260;27;23;36;20200614_162256.jpg;296;166
5;12;22;6;14;20200614_162337.jpg;96;48
5;20;21;7;14;20200614_162337.jpg;96;48
7;28;20;6;15;20200614_162337.jpg;96;48
3;35;19;7;15;20200614_162337.jpg;96;48
3;42;18;7;14;20200614_162337.jpg;96;48
0;49;16;8;14;20200614_162337.jpg;96;48
w;63;12;12;16;20200614_162337.jpg;96;48
w;77;11;13;17;20200614_162337.jpg;96;48
5;9;21;9;17;20200614_162338.jpg;113;54
5;18;20;9;17;20200614_162338.jpg;113;54
7;27;19;8;17;20200614_162338.jpg;113;54
3;36;19;8;17;20200614_162338.jpg;113;54
3;46;17;8;16;20200614_162338.jpg;113;54
0;55;17;9;16;20200614_162338.jpg;113;54
w;72;13;15;19;20200614_162338.jpg;113;54
w;87;12;17;18;20200614_162338.jpg;113;54
8;118;7;10;21;20200614_162449a.jpg;139;40
b;85;16;13;12;20200614_162449a.jpg;139;40
5;52;15;10;22;20200614_162449a.jpg;139;40
5;41;16;10;22;20200614_162449a.jpg;139;40
3;32;17;9;22;20200614_162449a.jpg;139;40
4;22;17;10;22;20200614_162449a.jpg;139;40
8;11;18;10;21;20200614_162449a.jpg;139;40
8;11;8;13;24;20200614_162450a.jpg;168;32
8;147;4;12;25;20200614_162450a.jpg;168;32
4;25;8;12;24;20200614_162450a.jpg;168;32
3;37;7;12;25;20200614_162450a.jpg;168;32
5;49;7;12;25;20200614_162450a.jpg;168;32
5;62;7;14;25;20200614_162450a.jpg;168;32
b;103;11;19;16;20200614_162450a.jpg;168;32
6;6;11;7;15;20200614_162501a.jpg;84;30
3;13;11;7;15;20200614_162501a.jpg;84;30
4;20;10;6;15;20200614_162501a.jpg;84;30
5;26;9;6;16;20200614_162501a.jpg;84;30
2;32;9;8;15;20200614_162501a.jpg;84;30
a;48;7;6;15;20200614_162501a.jpg;84;30
1;64;6;5;15;20200614_162501a.jpg;84;30
3;70;5;7;15;20200614_162501a.jpg;84;30
2;3;5;7;12;20200614_162505a.jpg;65;17
d;41;3;7;9;20200614_162505a.jpg;65;17
2;4;10;7;15;20200614_162506a.jpg;80;27
7;11;9;6;16;20200614_162506a.jpg;80;27
0;17;9;6;15;20200614_162506a.jpg;80;27
2;24;8;7;15;20200614_162506a.jpg;80;27
5;31;8;7;16;20200614_162506a.jpg;80;27
d;51;8;8;11;20200614_162506a.jpg;80;27
8;70;5;7;15;20200614_162506a.jpg;80;27
2;8;22;16;31;20200614_162508a.jpg;193;56
7;24;20;15;31;20200614_162508a.jpg;193;56
0;40;19;16;31;20200614_162508a.jpg;193;56
2;57;18;16;31;20200614_162508a.jpg;193;56
5;75;16;15;30;20200614_162508a.jpg;193;56
d;125;16;18;23;20200614_162508a.jpg;193;56
8;176;6;14;31;20200614_162508a.jpg;193;56
7;5;10;6;13;20200614_162520a.jpg;86;28
1;12;10;5;13;20200614_162520a.jpg;86;28
1;18;10;5;13;20200614_162520a.jpg;86;28
2;23;9;7;14;20200614_162520a.jpg;86;28
5;30;10;6;14;20200614_162520a.jpg;86;28
waw;49;11;9;11;20200614_162520a.jpg;86;28
6;72;7;9;15;20200614_162520a.jpg;86;28
7;6;8;8;18;20200614_162521a.jpg;104;35
1;14;8;8;18;20200614_162521a.jpg;104;35
1;22;9;7;18;20200614_162521a.jpg;104;35
2;28;10;9;18;20200614_162521a.jpg;104;35
5;35;11;8;17;20200614_162521a.jpg;104;35
waw;61;15;9;14;20200614_162521a.jpg;104;35
6;88;12;11;19;20200614_162521a.jpg;104;35
8;56;25;7;14;20200614_162552a.jpg;65;46
b;38;23;7;9;20200614_162552a.jpg;65;46
8;24;15;4;15;20200614_162552a.jpg;65;46
5;19;13;5;16;20200614_162552a.jpg;65;46
9;15;12;4;15;20200614_162552a.jpg;65;46
8;11;10;4;15;20200614_162552a.jpg;65;46
5;6;8;5;15;20200614_162552a.jpg;65;46
a;31;30;16;46;20200614_162641a.jpg;213;158
1;138;24;17;58;20200614_162641a.jpg;213;158
0;162;25;22;58;20200614_162641a.jpg;213;158
9;148;97;21;55;20200614_162641a.jpg;213;158
6;121;97;22;55;20200614_162641a.jpg;213;158
0;94;97;21;55;20200614_162641a.jpg;213;158
7;67;96;22;56;20200614_162641a.jpg;213;158
2;38;97;24;54;20200614_162641a.jpg;213;158
a;58;35;33;111;20200614_162643a.jpg;441;323
1;295;18;42;130;20200614_162643a.jpg;441;323
0;354;17;57;129;20200614_162643a.jpg;441;323
2;82;185;63;127;20200614_162643a.jpg;441;323
7;151;185;49;125;20200614_162643a.jpg;441;323
0;210;186;54;124;20200614_162643a.jpg;441;323
6;271;185;51;121;20200614_162643a.jpg;441;323
9;332;184;57;123;20200614_162643a.jpg;441;323
6;42;34;56;99;20200614_162701a.jpg;640;172
6;109;35;54;97;20200614_162701a.jpg;640;172
2;175;32;58;106;20200614_162701a.jpg;640;172
3;242;34;60;102;20200614_162701a.jpg;640;172
7;311;38;51;103;20200614_162701a.jpg;640;172
h;411;64;91;82;20200614_162701a.jpg;640;172
6;535;55;54;104;20200614_162701a.jpg;640;172
9;86;262;112;210;20200614_162707a.jpg;1302;523
5;172;248;117;209;20200614_162707a.jpg;1302;523
0;267;233;114;206;20200614_162707a.jpg;1302;523
4;372;212;95;213;20200614_162707a.jpg;1302;523
4;467;193;92;209;20200614_162707a.jpg;1302;523
d;791;156;118;155;20200614_162707a.jpg;1302;523
1;1162;55;81;212;20200614_162707a.jpg;1302;523
9;63;42;51;119;20200614_162712a.jpg;751;199
9;120;42;50;121;20200614_162712a.jpg;751;199
8;176;43;52;122;20200614_162712a.jpg;751;199
7;234;42;51;123;20200614_162712a.jpg;751;199
3;290;44;54;119;20200614_162712a.jpg;751;199
d;461;65;59;80;20200614_162712a.jpg;751;199
1;646;49;34;118;20200614_162712a.jpg;751;199
5;26;33;38;92;20200614_190254a.jpg;551;172
8;70;34;32;95;20200614_190254a.jpg;551;172
4;107;36;33;93;20200614_190254a.jpg;551;172
4;145;38;34;94;20200614_190254a.jpg;551;172
5;183;38;40;94;20200614_190254a.jpg;551;172
h;311;55;57;69;20200614_190254a.jpg;551;172
1;465;43;24;100;20200614_190254a.jpg;551;172
9;53;21;47;101;20200614_190915a.jpg;661;158
9;101;20;43;105;20200614_190915a.jpg;661;158
2;148;22;42;103;20200614_190915a.jpg;661;158
0;196;22;45;103;20200614_190915a.jpg;661;158
1;253;23;31;102;20200614_190915a.jpg;661;158
b;371;44;83;70;20200614_190915a.jpg;661;158
8;553;30;52;103;20200614_190915a.jpg;661;158
9;50;28;58;128;20200614_190916a.jpg;792;227
9;108;35;60;128;20200614_190916a.jpg;792;227
2;168;36;58;131;20200614_190916a.jpg;792;227
0;224;39;60;129;20200614_190916a.jpg;792;227
1;292;43;40;133;20200614_190916a.jpg;792;227
b;455;85;90;83;20200614_190916a.jpg;792;227
8;671;66;64;132;20200614_190916a.jpg;792;227
6;417;20;41;82;20200614_190921a.jpg;475;110
waw;308;39;40;59;20200614_190921a.jpg;475;110
8;190;19;41;80;20200614_190921a.jpg;475;110
2;152;18;40;82;20200614_190921a.jpg;475;110
0;117;17;39;79;20200614_190921a.jpg;475;110
0;81;18;39;76;20200614_190921a.jpg;475;110
3;40;17;42;72;20200614_190921a.jpg;475;110
3;41;15;51;91;20200614_190922a.jpg;627;137
0;89;16;50;94;20200614_190922a.jpg;627;137
0;136;20;51;98;20200614_190922a.jpg;627;137
2;189;21;48;105;20200614_190922a.jpg;627;137
8;235;21;52;104;20200614_190922a.jpg;627;137
waw;391;50;50;75;20200614_190922a.jpg;627;137
6;543;27;55;106;20200614_190922a.jpg;627;137
9;33;70;72;122;20200614_190927(0)a.jpg;723;192
1;105;66;55;126;20200614_190927(0)a.jpg;723;192
8;170;64;68;127;20200614_190927(0)a.jpg;723;192
1;239;63;50;129;20200614_190927(0)a.jpg;723;192
5;298;61;70;124;20200614_190927(0)a.jpg;723;192
b;443;78;108;74;20200614_190927(0)a.jpg;723;192
6;632;32;67;132;20200614_190927(0)a.jpg;723;192
9;37;96;68;123;20200614_190927a.jpg;654;248
1;103;94;52;120;20200614_190927a.jpg;654;248
8;154;84;64;123;20200614_190927a.jpg;654;248
1;215;79;50;123;20200614_190927a.jpg;654;248
5;271;68;63;126;20200614_190927a.jpg;654;248
b;402;76;89;74;20200614_190927a.jpg;654;248
6;558;29;59;126;20200614_190927a.jpg;654;248
3;11;146;52;117;20200614_204402a.jpg;537;289
5;60;133;52;116;20200614_204402a.jpg;537;289
9;113;121;46;114;20200614_204402a.jpg;537;289
8;159;114;49;109;20200614_204402a.jpg;537;289
7;208;99;46;114;20200614_204402a.jpg;537;289
waw;334;81;44;82;20200614_204402a.jpg;537;289
6;451;40;39;105;20200614_204402a.jpg;537;289
3;536;71;58;100;20200614_204412(0)a.jpg;668;186
5;389;74;59;72;20200614_204412(0)a.jpg;668;186
9;244;42;57;106;20200614_204412(0)a.jpg;668;186
8;194;42;45;98;20200614_204412(0)a.jpg;668;186
7;133;37;50;97;20200614_204412(0)a.jpg;668;186
waw;82;29;43;103;20200614_204412(0)a.jpg;668;186
6;25;18;47;106;20200614_204412(0)a.jpg;668;186
3;35;21;55;104;20200614_204412a.jpg;661;179
5;94;24;49;106;20200614_204412a.jpg;661;179
9;150;33;48;104;20200614_204412a.jpg;661;179
8;209;35;45;106;20200614_204412a.jpg;661;179
7;265;39;51;106;20200614_204412a.jpg;661;179
waw;419;65;55;79;20200614_204412a.jpg;661;179
6;571;59;62;108;20200614_204412a.jpg;661;179
3;549;65;63;121;20200614_204507(0)a.jpg;640;213
5;390;78;63;84;20200614_204507(0)a.jpg;640;213
9;233;58;53;112;20200614_204507(0)a.jpg;640;213
8;178;53;55;117;20200614_204507(0)a.jpg;640;213
7;121;54;60;108;20200614_204507(0)a.jpg;640;213
waw;72;48;51;111;20200614_204507(0)a.jpg;640;213
6;10;46;63;110;20200614_204507(0)a.jpg;640;213
9;62;97;59;111;20200614_204631a.jpg;771;254
7;125;95;49;115;20200614_204631a.jpg;771;254
7;182;88;51;114;20200614_204631a.jpg;771;254
7;240;84;56;118;20200614_204631a.jpg;771;254
waw;463;67;53;109;20200614_204631a.jpg;771;254
1;666;47;43;110;20200614_204631a.jpg;771;254
1;1202;313;78;204;20200614_204634a.jpg;1385;599
waw;804;238;98;185;20200614_204634a.jpg;1385;599
7;389;153;98;178;20200614_204634a.jpg;1385;599
7;281;127;91;176;20200614_204634a.jpg;1385;599
7;189;101;93;170;20200614_204634a.jpg;1385;599
9;103;81;126;170;20200614_204634a.jpg;1385;599
7;74;76;112;253;20200614_204647a.jpg;1578;675
3;186;98;119;262;20200614_204647a.jpg;1578;675
6;307;117;115;259;20200614_204647a.jpg;1578;675
6;428;143;112;261;20200614_204647a.jpg;1578;675
9;545;167;127;261;20200614_204647a.jpg;1578;675
a;919;206;110;261;20200614_204647a.jpg;1578;675
3;1208;258;149;262;20200614_204647a.jpg;1578;675
3;1358;279;154;277;20200614_204647a.jpg;1578;675
6;738;32;63;127;20200614_204657a.jpg;833;282
h;466;85;136;100;20200614_204657a.jpg;833;282
4;283;97;65;126;20200614_204657a.jpg;833;282
0;214;108;63;120;20200614_204657a.jpg;833;282
9;148;113;63;124;20200614_204657a.jpg;833;282
7;83;117;59;129;20200614_204657a.jpg;833;282
8;22;124;63;131;20200614_204657a.jpg;833;282
3;52;72;58;125;20200614_204737a.jpg;730;220
4;118;67;51;126;20200614_204737a.jpg;730;220
6;170;61;53;126;20200614_204737a.jpg;730;220
2;226;58;55;127;20200614_204737a.jpg;730;220
3;282;53;55;127;20200614_204737a.jpg;730;220
waw;451;54;65;90;20200614_204737a.jpg;730;220
6;620;15;54;127;20200614_204737a.jpg;730;220
6;875;114;109;205;20200614_204746a.jpg;1047;372
d;558;109;117;146;20200614_204746a.jpg;1047;372
3;326;56;100;200;20200614_204746a.jpg;1047;372
8;233;36;86;206;20200614_204746a.jpg;1047;372
2;143;40;94;190;20200614_204746a.jpg;1047;372
5;54;22;99;193;20200614_204746a.jpg;1047;372
5;99;59;98;222;20200614_204751a.jpg;1095;344
2;203;59;102;221;20200614_204751a.jpg;1095;344
8;303;59;101;213;20200614_204751a.jpg;1095;344
3;403;44;102;226;20200614_204751a.jpg;1095;344
d;659;72;107;150;20200614_204751a.jpg;1095;344
6;949;32;94;195;20200614_204751a.jpg;1095;344
6;787;34;78;156;20200614_204830a.jpg;916;241
d;644;74;91;98;20200614_204830a.jpg;916;241
9;320;64;82;147;20200614_204830a.jpg;916;241
1;264;65;52;151;20200614_204830a.jpg;916;241
5;180;71;75;147;20200614_204830a.jpg;916;241
1;126;71;51;146;20200614_204830a.jpg;916;241
2;39;81;79;150;20200614_204830a.jpg;916;241
8;42;36;74;112;20200614_204835a.jpg;854;282
1;118;45;57;113;20200614_204835a.jpg;854;282
1;185;58;56;113;20200614_204835a.jpg;854;282
0;247;70;80;117;20200614_204835a.jpg;854;282
d;482;116;79;95;20200614_204835a.jpg;854;282
8;737;126;72;115;20200614_204835a.jpg;854;282
7;26;45;103;199;20200614_204846a.jpg;964;530
0;140;70;108;205;20200614_204846a.jpg;964;530
7;246;89;101;199;20200614_204846a.jpg;964;530
3;355;119;100;201;20200614_204846a.jpg;964;530
3;455;143;95;203;20200614_204846a.jpg;964;530
b;577;214;206;169;20200614_204846a.jpg;964;530
6;806;227;123;209;20200614_204846a.jpg;964;530
3;49;138;87;120;20200614_205231a.jpg;999;303
5;127;129;90;126;20200614_205231a.jpg;999;303
2;225;116;93;133;20200614_205231a.jpg;999;303
6;306;109;85;131;20200614_205231a.jpg;999;303
9;393;104;73;125;20200614_205231a.jpg;999;303
waw;576;88;106;104;20200614_205231a.jpg;999;303
6;858;31;85;135;20200614_205231a.jpg;999;303
2;57;34;75;177;20200614_205246a.jpg;999;323
7;134;43;73;172;20200614_205246a.jpg;999;323
8;213;50;67;176;20200614_205246a.jpg;999;323
1;296;56;51;176;20200614_205246a.jpg;999;323
5;359;63;80;176;20200614_205246a.jpg;999;323
waw;602;127;86;135;20200614_205246a.jpg;999;323
6;848;111;90;181;20200614_205246a.jpg;999;323
6;91;146;74;139;20200614_205300a.jpg;833;317
2;170;136;77;137;20200614_205300a.jpg;833;317
6;252;124;71;138;20200614_205300a.jpg;833;317
4;336;110;67;137;20200614_205300a.jpg;833;317
h;513;100;94;90;20200614_205300a.jpg;833;317
6;704;44;69;139;20200614_205300a.jpg;833;317
6;1076;54;121;205;20200614_205302a.jpg;1281;447
2;761;138;160;140;20200614_205302a.jpg;1281;447
6;491;155;106;199;20200614_205302a.jpg;1281;447
4;335;177;133;190;20200614_205302a.jpg;1281;447
h;216;193;124;204;20200614_205302a.jpg;1281;447
6;86;196;137;207;20200614_205302a.jpg;1281;447
1;59;81;44;109;20200614_205338a.jpg;654;220
1;104;80;41;107;20200614_205338a.jpg;654;220
0;143;73;58;111;20200614_205338a.jpg;654;220
9;199;71;57;106;20200614_205338a.jpg;654;220
7;256;65;48;106;20200614_205338a.jpg;654;220
d;399;70;73;73;20200614_205338a.jpg;654;220
1;572;33;48;108;20200614_205338a.jpg;654;220
